Name,Predicted_Global_Sales,Actual_Global_Sales,,,,,
The Price is Right: Decades,0.120176725,0.11,,-0.010176725,,,
Wii de Asobu: Metroid Prime,0.02069471,0.02,,-0.00069471,,,
Armored Core: Project Phantasma,0.270300366,0.28,,0.009699634,,,
History Civil War: Secret Missions,0.130684316,0.13,,-0.000684316,,,
Kamaitachi no Yoru 2,0.360104039,0.36,,-0.000104039,,,
SpongeBob SquarePants: Game Boy Advance Video Volume 1,0.640357077,0.64,,-0.000357077,,,
Moshi Monsters: Katsuma Unleashed,0.120255642,0.12,,-0.000255642,,,
Two Worlds II,0.19982329,0.2,,0.00017671,,,
Mad Max (2015),1.170328818,1.17,,-0.000328818,,,
Railroad Tycoon II,0.110483594,0.11,,-0.000483594,,,
Grand Prix,0.480454206,0.48,,-0.000454206,,,
FIFA Soccer 08,0.010334365,0.02,,0.009665635,,,
Call of Duty: Modern Warfare: Reflex Edition,1.510564983,1.51,,-0.000564983,,,
Pocket Fighter,0.030124076,0.03,,-0.000124076,,,
Dodge Racing: Charger vs Challenger,0.030282632,0.03,,-0.000282632,,,
Dragon Warrior IV,3.119641818,3.12,,0.000358182,,,
Alundra 2: A New Legend Begins,0.270020999,0.27,,-2.0999E-05,,,
Disney Planes Fire & Rescue,0.020454638,0.02,,-0.000454638,,,
Brain Challenge,0.440278314,0.45,,0.009721686,,,
Outlaw Tennis,0.040030926,0.04,,-3.09265E-05,,,
Disney's Tarzan,0.200613357,0.2,,-0.000613357,,,
Napoleon Dynamite: The Game,0.020737536,0.03,,0.009262464,,,
Let's Ride: Sunshine Stables,0.160360515,0.16,,-0.000360515,,,
Resident Evil,0.17043329,0.17,,-0.00043329,,,
NES Remix,0.270183563,0.28,,0.009816437,,,
Dark Souls,0.999514237,0.99,,-0.009514237,,,
Gakuen Hetalia,0.010148823,0.01,,-0.000148823,,,
Madden NFL 12,0.440146759,0.44,,-0.000146759,,,
The Naked Brothers Band: The Video Game,0.160370894,0.17,,0.009629106,,,
Far Cry Instincts Evolution,0.080605552,0.08,,-0.000605552,,,
Shadow Madness,0.180444345,0.18,,-0.000444345,,,
Harry Potter and the Order of the Phoenix,0.240179621,0.24,,-0.000179621,,,
Puppy Palace,0.380101234,0.38,,-0.000101234,,,
Maximum Force,0.110688373,0.11,,-0.000688373,,,
NHL 2000,0.870307937,0.87,,-0.000307937,,,
Vagrant Story,0.860142522,0.87,,0.009857478,,,
Golden Axe: Beast Rider,0.330171548,0.32,,-0.010171548,,,
Drake of the 99 Dragons,0.060884327,0.07,,0.009115673,,,
Katamari Forever,0.400463007,0.4,,-0.000463007,,,
Star Wars Jedi Knight: Jedi Academy,0.460747533,0.45,,-0.010747533,,,
Samurai Warriors Chronicles 2nd,0.100442246,0.1,,-0.000442246,,,
Pro Evolution Soccer 2015,0.140169904,0.14,,-0.000169904,,,
Namco Museum: 50th Anniversary,0.220179349,0.21,,-0.010179349,,,
Buffy the Vampire Slayer: Chaos Bleeds,0.120556332,0.12,,-0.000556332,,,
Tiger Woods PGA Tour 09,0.37008547,0.37,,-8.54704E-05,,,
Madden NFL 08,2.569944605,2.57,,5.53948E-05,,,
Kirby's Dream Land 2,2.360364802,2.36,,-0.000364802,,,
Ys: The Ark of Napishtim,0.140062556,0.13,,-0.010062556,,,
The Sims 2,0.810379289,0.81,,-0.000379289,,,
Tropico 5,0.050600938,0.06,,0.009399062,,,
Surf's Up,0.100236259,0.1,,-0.000236259,,,
Yu-Gi-Oh! Capsule Monster Coliseum,0.450340219,0.44,,-0.010340219,,,
Homefront,1.450024307,1.45,,-2.43068E-05,,,
Sniper: Ghost Warrior,1.160298899,1.16,,-0.000298899,,,
The Putter Golf,0.070364915,0.07,,-0.000364915,,,
Tomb Raider: Anniversary,0.040580645,0.03,,-0.010580645,,,
Puzzle Quest: Challenge of the Warlords,0.010652266,0.02,,0.009347734,,,
What's Cooking? Jamie Oliver,0.230311103,0.23,,-0.000311103,,,
EverQuest II: Destiny of Velious,0.060149245,0.06,,-0.000149245,,,
The King of Fighters '96,0.210101038,0.21,,-0.000101038,,,
Downforce,0.06033285,0.05,,-0.01033285,,,
Tony Hawk's Pro Skater 3,0.520215489,0.52,,-0.000215489,,,
Men of War,0.030329145,0.03,,-0.000329145,,,
Self-Defense Training Camp,0.120558321,0.12,,-0.000558321,,,
Dragon Ball Z: Budokai,0.690281287,0.69,,-0.000281287,,,
Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,0.060379036,0.06,,-0.000379036,,,
Tak and the Power of Juju,0.550373666,0.55,,-0.000373666,,,
Lost Dimension,0.070205659,0.07,,-0.000205659,,,
Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,0.030146264,0.03,,-0.000146264,,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,0.020384155,0.02,,-0.000384155,,,
Speed Punks,0.200468279,0.2,,-0.000468279,,,
Pippa Funnell: Ranch Rescue,0.010150269,0.02,,0.009849731,,,
WRC 5: FIA World Rally Championship,0.010366879,0.01,,-0.000366879,,,
Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,0.020037621,0.02,,-3.76213E-05,,,
Misshitsu no Sacrifice,0.020147547,0.02,,-0.000147547,,,
Futurama,0.040756367,0.05,,0.009243633,,,
Logic Machines,0.030870408,0.04,,0.009129592,,,
Supremacy MMA,0.119945295,0.12,,5.47048E-05,,,
LEGO Pirates of the Caribbean: The Video Game,0.950053319,0.95,,-5.33193E-05,,,
Sniper Elite V2,0.960433789,0.96,,-0.000433789,,,
Burning Road,0.130470082,0.12,,-0.010470082,,,
Adventure Time: Finn & Jake Investigations,0.08044859,0.09,,0.00955141,,,
Dream C Club Portable,0.060326889,0.06,,-0.000326889,,,
Jak II,2.780317746,2.78,,-0.000317746,,,
The Walking Dead: Season Two,0.180127598,0.19,,0.009872402,,,
Snowboarding,0.290347129,0.29,,-0.000347129,,,
Urban Chaos,0.110446148,0.1,,-0.010446148,,,
Pro Evolution Soccer 2011 3D,0.370049171,0.38,,0.009950829,,,
Gem Quest: 4 Elements,0.110668913,0.1,,-0.010668913,,,
Banjo-Pilot,0.100330904,0.1,,-0.000330904,,,
Avatar: The Game,0.600360788,0.6,,-0.000360788,,,
Champion Jockey: G1 Jockey & Gallop Racer,0.21034164,0.21,,-0.00034164,,,
Karaoke Revolution Presents American Idol Encore 2,0.120176725,0.11,,-0.010176725,,,
Puzzle Chronicles,0.08069998,0.08,,-0.00069998,,,
Heavenly Guardian,0.060498796,0.07,,0.009501204,,,
Barbie and the Three Musketeers,0.229930863,0.23,,6.91372E-05,,,
IHRA Drag Racing 2004,0.200348929,0.2,,-0.000348929,,,
Ridge Racer Unbounded,0.170646384,0.17,,-0.000646384,,,
A Good Librarian Like a Good Shepherd: Library Party,0.030451208,0.03,,-0.000451208,,,
Sonic the Hedgehog,4.330350854,4.34,,0.009649146,,,
Super Football,0.070362724,0.08,,0.009637276,,,
Kiniro no Corda 3,0.090138592,0.09,,-0.000138592,,,
Destiny,3.370661169,3.37,,-0.000661169,,,
WipeOut 3 The Game,0.220431425,0.21,,-0.010431425,,,
Whirl Tour,0.050228126,0.05,,-0.000228126,,,
GRID Autosport,0.090385318,0.09,,-0.000385318,,,
Pipe Mania,0.100759275,0.09,,-0.010759275,,,
Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,0.020037621,0.02,,-3.76213E-05,,,
Bayonetta 2,0.759868972,0.76,,0.000131028,,,
Shin Sangoku Musou: Multi Raid 2,0.110440969,0.11,,-0.000440969,,,
The Adventures of Tintin: The Game,0.230188601,0.24,,0.009811399,,,
X-Men Legends II: Rise of Apocalypse,0.250135325,0.25,,-0.000135325,,,
Prinny: Can I Really Be the Hero?,0.090612538,0.09,,-0.000612538,,,
LEGO Rock Band,0.420082189,0.42,,-8.21891E-05,,,
Wrestle Kingdom,0.030124076,0.03,,-0.000124076,,,
Rodea the Sky Soldier,0.030363798,0.04,,0.009636202,,,
Love Plus,0.260301299,0.26,,-0.000301299,,,
Entaku no Seito: Students of Round,0.010038905,0.01,,-3.89048E-05,,,
Scooby-Doo! Unmasked,0.180615216,0.18,,-0.000615216,,,
Spider-Man: Shattered Dimensions,0.230645135,0.24,,0.009354865,,,
Silent Hunter: Wolves of the Pacific,0.050500318,0.05,,-0.000500318,,,
Taito Legends 2,0.020601608,0.02,,-0.000601608,,,
Itadaki Street DS,0.410334252,0.41,,-0.000334252,,,
Zill O'll Infinite Plus,0.060032502,0.06,,-3.25018E-05,,,
Derby Stallion 04,0.550296344,0.55,,-0.000296344,,,
Fast Food,0.290439963,0.29,,-0.000439963,,,
Tom and Jerry: Infurnal Escape,0.160448842,0.16,,-0.000448842,,,
Curious George,0.030337036,0.03,,-0.000337036,,,
Tetris Worlds,1.700675793,1.71,,0.009324207,,,
Fishing Derby,0.520333707,0.51,,-0.010333707,,,
Madden NFL 10,0.98005908,0.98,,-5.90798E-05,,,
Tony Hawk's American Sk8land,0.210120805,0.21,,-0.000120805,,,
Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,0.040144987,0.04,,-0.000144987,,,
Buzz! The Mega Quiz,0.880063951,0.88,,-6.3951E-05,,,
Trivial Pursuit unhinged,0.09057121,0.09,,-0.00057121,,,
Legends of Wrestling II,0.330277398,0.33,,-0.000277398,,,
G.I. Joe: The Rise of Cobra,0.220617145,0.22,,-0.000617145,,,
Tomb Raider: Legend,0.52044066,0.52,,-0.00044066,,,
International Superstar Soccer Pro '98,0.420302778,0.42,,-0.000302778,,,
NBA Live 06,0.420200393,0.42,,-0.000200393,,,
Monster Rancher Advance 2,0.010258757,0.01,,-0.000258757,,,
Dora the Explorer: Dora Saves the Crystal Kingdom,0.100183338,0.09,,-0.010183338,,,
Zathura,0.130048051,0.12,,-0.010048051,,,
Dead Rising,0.040411398,0.04,,-0.000411398,,,
Gauntlet Legends,0.470424756,0.47,,-0.000424756,,,
Puppy Luv: Spa and Resort,0.430098385,0.44,,0.009901615,,,
SpongeBob SquarePants: Game Boy Advance Video Volume 2,0.530361161,0.53,,-0.000361161,,,
King of Fighters 2002: Unlimited Match Tougeki Ver.,0.010126635,0.01,,-0.000126635,,,
Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,0.010148823,0.01,,-0.000148823,,,
Dynasty Warriors 6 Empires,0.23053991,0.24,,0.00946009,,,
Blood Drive,0.110261336,0.11,,-0.000261336,,,
4x4 EVO 2,0.240341365,0.24,,-0.000341365,,,
Broken Sword: The Shadow of the Templars,0.060337782,0.06,,-0.000337782,,,
Fate/Stay Night [Réalta Nua],0.170128353,0.17,,-0.000128353,,,
GachiTora! Abarenbou Kyoushi in High School,0.050448649,0.05,,-0.000448649,,,
Akiba's Trip: Undead & Undressed,0.150436737,0.16,,0.009563263,,,
Dragon Quest Heroes: Rocket Slime,0.450131461,0.44,,-0.010131461,,,
The Fairly Odd Parents: Clash with the Anti-World,0.150144473,0.15,,-0.000144473,,,
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,0.040449925,0.04,,-0.000449925,,,
Silent Hill HD Collection,0.200329341,0.19,,-0.010329341,,,
Runaway: A Twist of Fate,0.020403028,0.02,,-0.000403028,,,
Spectral Force Genesis,0.100223795,0.09,,-0.010223795,,,
AirForce Delta Storm,0.030639797,0.02,,-0.010639797,,,
Nintendogs and Cats Golden Retriever and New Friends,0.010455206,0.01,,-0.000455206,,,
Magna Carta 2,0.289985478,0.3,,0.010014522,,,
Dragon Ball Z: La Legende Saien,1.199974373,1.2,,2.5627E-05,,,
GRID,1.100086175,1.1,,-8.61749E-05,,,
NBA 2K8,0.560198531,0.55,,-0.010198531,,,
Kabu Trader Shun,0.030451208,0.03,,-0.000451208,,,
NHL FaceOff 2001,0.190289557,0.2,,0.009710443,,,
Earth Defense Force: Insect Armageddon,0.200770393,0.2,,-0.000770393,,,
Judie no Atelier: Guramnat no Renkinjutsushi,0.070031226,0.07,,-3.12257E-05,,,
Despicable Me: The Game - Minion Mayhem,0.450833492,0.45,,-0.000833492,,,
Hyperdimension Neptunia,0.130022258,0.13,,-2.22576E-05,,,
DokiDoki Majo Shinpan!,0.050143711,0.05,,-0.000143711,,,
101-in-1 Sports Party Megamix,0.020240411,0.03,,0.009759589,,,
Fallout 4,1.279749677,1.29,,0.010250323,,,
AMF Xtreme Bowling,0.020294547,0.02,,-0.000294547,,,
Pro Yaky? Spirits 2013,0.060359038,0.06,,-0.000359038,,,
Jig-A-Pix: Wild World,0.030675359,0.03,,-0.000675359,,,
Etrian Odyssey,0.32008785,0.33,,0.00991215,,,
The History Channel: Great Battles - Medieval,0.130482458,0.13,,-0.000482458,,,
Shin Sangoku Musou 4 Special,0.010453768,0.01,,-0.000453768,,,
Major League Baseball 2K11,0.200261071,0.2,,-0.000261071,,,
Chronicles of Mystery: The Secret Tree of Life,0.08011087,0.07,,-0.01011087,,,
Flipnic: Ultimate Pinball,0.060147144,0.06,,-0.000147144,,,
Need for Speed: Porsche Unleashed,0.490381934,0.48,,-0.010381934,,,
Iron Man,0.550541349,0.54,,-0.010541349,,,
The Bombing Islands,0.140611961,0.14,,-0.000611961,,,
Dance Dance Revolution Disney Mix,0.040255412,0.04,,-0.000255412,,,
The BIGS,0.110280752,0.11,,-0.000280752,,,
Rugby 08,0.030212045,0.04,,0.009787955,,,
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,0.030146264,0.03,,-0.000146264,,,
Great Party Games,0.080381721,0.08,,-0.000381721,,,
RPG Tsukuru 2,0.310000516,0.31,,-5.16474E-07,,,
Camp Rock: The Final Jam,0.170372933,0.17,,-0.000372933,,,
Inazuma Eleven Go 2: Chrono Stone,0.469981484,0.47,,1.85159E-05,,,
Batman: Arkham Origins,2.290163122,2.29,,-0.000163122,,,
Romance of the Three Kingdoms IV: Wall of Fire,0.130478881,0.13,,-0.000478881,,,
Agatha Christie: The ABC Murders,0.100338466,0.1,,-0.000338466,,,
Phoenix Wright: Ace Attorney - Dual Destinies,0.380101487,0.38,,-0.000101487,,,
Airship Q,0.030617997,0.03,,-0.000617997,,,
Ty the Tasmanian Tiger,0.190475225,0.18,,-0.010475225,,,
Rugby League 3,0.070361562,0.07,,-0.000361562,,,
Super Collapse! 3,0.270762965,0.27,,-0.000762965,,,
Brunswick Pro Bowling,0.390232936,0.38,,-0.010232936,,,
Winter Stars,0.110163495,0.11,,-0.000163495,,,
Bust-A-Move Universe,0.320628792,0.31,,-0.010628792,,,
Kamen Rider Ryuki,0.140432298,0.14,,-0.000432298,,,
Sengoku Musou 3: Moushouden ,0.080444805,0.08,,-0.000444805,,,
Guilty Gear Xrd -Revelator-,0.080117144,0.07,,-0.010117144,,,
Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,0.080356479,0.08,,-0.000356479,,,
"Warhammer 40,000: Dawn of War: Soulstorm",0.020492807,0.02,,-0.000492807,,,
Final Fantasy III,0.110111415,0.11,,-0.000111415,,,
Walt Disney Pictures Presents: The Wild,0.120617181,0.13,,0.009382819,,,
Final Approach 2: 1st Priority,0.020147547,0.02,,-0.000147547,,,
Cabela's Dangerous Hunts 2,0.100615665,0.11,,0.009384335,,,
Tom Clancy's Splinter Cell: Double Agent,0.260320455,0.26,,-0.000320455,,,
Speed Racer: The Videogame,0.400441423,0.4,,-0.000441423,,,
MTV Music Generator 2,0.160548441,0.15,,-0.010548441,,,
Big League Sports,0.210149348,0.21,,-0.000149348,,,
Medal of Honor: Vanguard,0.03080155,0.03,,-0.00080155,,,
Wing Commander: Prophecy,0.0505521,0.05,,-0.0005521,,,
Suikoden Tierkreis,0.259837992,0.26,,0.000162008,,,
"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",0.010385431,0.01,,-0.000385431,,,
Wappy Dog,0.280112475,0.28,,-0.000112475,,,
Operation Flashpoint: Red River,0.280250497,0.28,,-0.000250497,,,
Soldier of Fortune: Payback,0.150563277,0.15,,-0.000563277,,,
Little League World Series Baseball 2009,0.130158707,0.13,,-0.000158707,,,
Colin McRae Rally 04,0.010648564,0.01,,-0.000648564,,,
Virtual Pro Wrestling,0.100110285,0.1,,-0.000110285,,,
NASCAR 2001,0.810381114,0.81,,-0.000381114,,,
Spy Fox in Dry Cereal,0.059951633,0.06,,4.83668E-05,,,
Shenmue II,0.310203522,0.32,,0.009796478,,,
Steins;Gate: Senkei Kousoku no Phonogram,0.020147547,0.02,,-0.000147547,,,
The Last Remnant,0.68962349,0.68,,-0.00962349,,,
Nintendo Presents: New Style Boutique 2 - Fashion Forward,0.750368513,0.75,,-0.000368513,,,
Mirror's Edge Catalyst,0.340592906,0.35,,0.009407094,,,
Theme Hospital,0.090481155,0.09,,-0.000481155,,,
Happy Feet Two,0.08044567,0.08,,-0.00044567,,,
Disney's Party,0.070189126,0.07,,-0.000189126,,,
Super Street Fighter II,0.150108717,0.15,,-0.000108717,,,
Star Wars Jedi Knight: Jedi Academy,0.030763574,0.03,,-0.000763574,,,
Digimon Story: Super Xros Wars Blue/Red,0.100027382,0.1,,-2.73824E-05,,,
Go Vacation,1.540016167,1.53,,-0.010016167,,,
Metal Gear Solid 2: Sons of Liberty,6.049522988,6.05,,0.000477012,,,
Sega Casino,0.09056633,0.09,,-0.00056633,,,
Age of Empires III,0.380431481,0.38,,-0.000431481,,,
Assassin's Creed Syndicate,3.389547355,3.39,,0.000452645,,,
Fire Emblem: Shadow Dragon,0.609698489,0.61,,0.000301511,,,
Invizimals: The Lost Kingdom,0.020327695,0.02,,-0.000327695,,,
SRS: Street Racing Syndicate,0.090475716,0.08,,-0.010475716,,,
Ratatouille,0.190392546,0.2,,0.009607454,,,
Ookiku Furikabutte: Honto no Ace ni Nareru kamo,0.030362874,0.03,,-0.000362874,,,
Battle Dodge Ball,0.330324493,0.33,,-0.000324493,,,
Return Fire,0.090484001,0.09,,-0.000484001,,,
Midway's Greatest Arcade Hits,0.250255764,0.25,,-0.000255764,,,
Godzilla: Save the Earth,0.470205508,0.47,,-0.000205508,,,
Diva Girls: Divas on Ice,0.080161564,0.08,,-0.000161564,,,
GoGo's Crazy Bones,0.010260157,0.01,,-0.000260157,,,
Sakura-Sou no Pet na Kanojo,0.010148823,0.01,,-0.000148823,,,
Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,0.070446089,0.07,,-0.000446089,,,
DiRT 3,0.720219664,0.72,,-0.000219664,,,
Let's Ride! Silver Buckle Stables,0.100151151,0.09,,-0.010151151,,,
SoulCalibur IV,1.569884807,1.58,,0.010115193,,,
Pokemon Ranger: Guardian Signs,1.289703168,1.29,,0.000296832,,,
Wolfenstein: The New Order,0.440450668,0.44,,-0.000450668,,,
KISS Pinball,0.310655423,0.31,,-0.000655423,,,
Evolve,0.970325902,0.96,,-0.010325902,,,
Zone of the Enders,0.750470646,0.75,,-0.000470646,,,
River City Super Sports Challenge,0.030481018,0.03,,-0.000481018,,,
Chrysler Classic Racing,0.0202832,0.02,,-0.0002832,,,
Men of War: Assault Squad,0.050636537,0.05,,-0.000636537,,,
Rugrats: Royal Ransom,0.340394728,0.35,,0.009605272,,,
Midway Arcade Treasures 3,0.160195142,0.16,,-0.000195142,,,
Banjo-Kazooie,3.650401734,3.65,,-0.000401734,,,
Zettai Onkan Otoda Master,0.070031226,0.07,,-3.12257E-05,,,
Beyond Good & Evil,0.070146844,0.07,,-0.000146844,,,
Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,0.070446089,0.07,,-0.000446089,,,
Cruise Ship Vacation Games,0.130664125,0.13,,-0.000664125,,,
Trine,0.010106497,0.01,,-0.000106497,,,
Kotoba no Puzzle: Mojipittan DS,0.370824777,0.37,,-0.000824777,,,
Learn Chess,0.100375466,0.09,,-0.010375466,,,
Princess Maker: Yumemiru Yosei,0.190463349,0.19,,-0.000463349,,,
Madden NFL 08,0.290322877,0.29,,-0.000322877,,,
Guilty Gear XX Accent Core Plus,0.030364253,0.03,,-0.000364253,,,
Star Wars Knights of the Old Republic II: The Sith Lords,1.369818121,1.37,,0.000181879,,,
Spyro: Shadow Legacy,0.160290204,0.16,,-0.000290204,,,
Wand of Fortune: Mirai e no Prologue Portable,0.010148823,0.01,,-0.000148823,,,
Ocean Commander,0.020138375,0.03,,0.009861625,,,
UFC: Sudden Impact,0.180172943,0.18,,-0.000172943,,,
Rugby World Cup 2015,0.030156337,0.03,,-0.000156337,,,
KuruKuru Kururin,0.31082762,0.31,,-0.00082762,,,
Madden NFL 11,0.72028625,0.72,,-0.00028625,,,
Black & White,0.040493131,0.04,,-0.000493131,,,
Scaler,0.040523961,0.04,,-0.000523961,,,
FIFA Soccer 06,4.209623471,4.21,,0.000376529,,,
Yoru no Nai Kuni,0.080029942,0.08,,-2.99421E-05,,,
Deadliest Warrior: Ancient Combat,0.039928496,0.04,,7.15041E-05,,,
Red Dead Redemption,6.479229711,6.49,,0.010770289,,,
Bratz Kidz,0.170176424,0.17,,-0.000176424,,,
Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,0.020384155,0.02,,-0.000384155,,,
Scooby-Doo! Mystery Mayhem,0.440340929,0.44,,-0.000340929,,,
SSX 3,0.120237306,0.12,,-0.000237306,,,
Black Rose Valkyrie,0.020037621,0.02,,-3.76213E-05,,,
Pokémon Platinum Version,7.708916634,7.72,,0.011083366,,,
XGRA: Extreme G Racing Association,0.020671308,0.02,,-0.000671308,,,
Gotcha Force,0.020471849,0.03,,0.009528151,,,
Metal Gear Solid V: Ground Zeroes,1.269852258,1.27,,0.000147742,,,
Kya: Dark Lineage,0.160229772,0.16,,-0.000229772,,,
A.C.E.: Another Century's Episode,0.260301299,0.26,,-0.000301299,,,
Rise of the Kasai,0.180155486,0.19,,0.009844514,,,
Amplitude,0.180436075,0.18,,-0.000436075,,,
Santa Claus Is Comin' to Town!,0.060868695,0.06,,-0.000868695,,,
Let's Play Flight Attendant,0.020138375,0.02,,-0.000138375,,,
Call of Duty: World at War,1.930401385,1.94,,0.009598615,,,
MySims Racing,0.470269516,0.47,,-0.000269516,,,
Dragon Quest Builders: Revive Alefgard,0.12002483,0.12,,-2.48301E-05,,,
Bratz: The Movie,0.260152891,0.26,,-0.000152891,,,
Heart no Kuni no Alice: Wonderful Twin World,0.010148823,0.01,,-0.000148823,,,
Army of Two: The 40th Day,0.95007503,0.95,,-7.50303E-05,,,
Adventure Time: The Secret of the Nameless ,0.010149539,0.02,,0.009850461,,,
Sonic Rivals,1.420072503,1.42,,-7.25034E-05,,,
PlayStation All-Stars Battle Royale,0.960180379,0.95,,-0.010180379,,,
Madden NFL 08,0.870087095,0.87,,-8.70946E-05,,,
Naruto Shippuden: Ultimate Ninja Storm Generations,0.450160347,0.44,,-0.010160347,,,
Yoshi's Woolly World,1.299947165,1.3,,5.2835E-05,,,
Worms: Open Warfare,0.080295354,0.08,,-0.000295354,,,
"SpongeBob SquarePants: Lights, Camera, Pants!",0.440362647,0.44,,-0.000362647,,,
Ultimate Spider-Man,0.390384972,0.39,,-0.000384972,,,
Detective Conan: Marionette Symphony,0.050143711,0.05,,-0.000143711,,,
MDK,0.200686157,0.2,,-0.000686157,,,
Cardfight!! Vanguard: Lock On Victory!!,0.07037776,0.07,,-0.00037776,,,
Mario Party 9,3.12981002,3.13,,0.00018998,,,
Nettou! Powerful Koushien,0.030362874,0.03,,-0.000362874,,,
SRS: Street Racing Syndicate,0.540425144,0.54,,-0.000425144,,,
Mario Tennis: Power Tour,0.530173384,0.52,,-0.010173384,,,
Drakengard,0.649536878,0.65,,0.000463122,,,
Railfan,0.010333292,0.01,,-0.000333292,,,
Trivial Pursuit,0.280239314,0.28,,-0.000239314,,,
Sengoku Basara: Samurai Heroes,0.280555278,0.29,,0.009444722,,,
The Legend of Zelda: Oracle of Ages,1.920321897,1.92,,-0.000321897,,,
Merv Griffin's Crosswords,0.030870408,0.03,,-0.000870408,,,
Valhalla Knights 2: Battle Stance,0.039837465,0.04,,0.000162535,,,
London 2012: The Official Video Game of the Olympic Games,0.580326967,0.58,,-0.000326967,,,
World Championship Poker,0.500282176,0.51,,0.009717824,,,
Teenage Mutant Ninja Turtles: Mutants in Manhattan,0.040623613,0.04,,-0.000623613,,,
Devil May Cry 2,1.969977081,1.97,,2.29192E-05,,,
Yu-Gi-Oh! 5D's Tag Force 5,0.340449475,0.34,,-0.000449475,,,
Mystic Heroes,0.060662359,0.06,,-0.000662359,,,
Kane & Lynch 2: Dog Days,0.590624385,0.59,,-0.000624385,,,
Metal Gear Solid HD Edition,0.390407696,0.39,,-0.000407696,,,
Izuna 2: The Unemployed Ninja Returns,0.050188832,0.06,,0.009811168,,,
Final Fantasy Chronicles,0.520205557,0.52,,-0.000205557,,,
Lost Planet 3,0.04087881,0.04,,-0.00087881,,,
Need for Speed: Shift 2 Unleashed,0.190459959,0.19,,-0.000459959,,,
Dance Central 2,2.030150488,2.04,,0.009849512,,,
Magic: The Gathering - Battlemage,0.130483188,0.12,,-0.010483188,,,
NBA 2K16,0.100188106,0.1,,-0.000188106,,,
NFL Blitz Pro,0.050265282,0.05,,-0.000265282,,,
Jeremy McGrath Supercross World,0.230688632,0.23,,-0.000688632,,,
Shutter Island,0.200251915,0.2,,-0.000251915,,,
Fireblade,0.030571491,0.03,,-0.000571491,,,
Neo Atlas,0.100474864,0.09,,-0.010474864,,,
Pop Cutie! Street Fashion Simulation (JP sales),0.030330732,0.03,,-0.000330732,,,
Devil May Cry 4,0.040280923,0.04,,-0.000280923,,,
Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,0.140022397,0.14,,-2.2397E-05,,,
The Beatles: Rock Band,1.710369766,1.71,,-0.000369766,,,
Koi Sentai Love & Peace the P.S.P: Power Zenkai! Special Youso Tenkomori de Portable Ka Daisakusen de Aru!,0.010453768,0.01,,-0.000453768,,,
Zen-Nippon Pro Wrestling: Ouja no Kon,0.130106449,0.12,,-0.010106449,,,
Dragon's Lair Trilogy,0.150136009,0.15,,-0.000136009,,,
Hiiro no Kakera DS,0.050143711,0.05,,-0.000143711,,,
Nintendo Presents: Crossword Collection,0.210862927,0.21,,-0.000862927,,,
The Smurfs: Dance Party,0.270168111,0.28,,0.009831889,,,
Tales of Fandom Vol.2,0.080029942,0.08,,-2.99421E-05,,,
Club Penguin: Elite Penguin Force - Herbert's Revenge,0.660094559,0.65,,-0.010094559,,,
Real Sound: Kaze no Riguretto,0.070141152,0.07,,-0.000141152,,,
Shaun White Snowboarding,0.230283245,0.23,,-0.000283245,,,
Contact,0.109755307,0.1,,-0.009755307,,,
Rock Band Track Pack: Classic Rock,0.230479948,0.22,,-0.010479948,,,
Syberia,0.020577364,0.03,,0.009422636,,,
Monopoly Party,0.500338823,0.51,,0.009661177,,,
"Blast Works: Build, Trade, Destroy",0.100475915,0.1,,-0.000475915,,,
Rock Band: Metal Track Pack,0.150490046,0.15,,-0.000490046,,,
Sesame Street: Elmo's A-to-Zoo Adventure,0.374025933,0.38,,0.005974067,,,
Jikkyou Powerful Major League,0.220338568,0.22,,-0.000338568,,,
Sonic Classic Collection,1.820294052,1.83,,0.009705948,,,
The King of Fighters 2006,0.070229173,0.08,,0.009770827,,,
NBA 2K16,2.340046443,2.34,,-4.6443E-05,,,
The Treasures of Mystery Island 3 Pack - Save Mystery Island!,0.010871552,0.01,,-0.000871552,,,
Style Book: Junior City,0.020384155,0.02,,-0.000384155,,,
NHL Blades of Steel '99,0.050363861,0.05,,-0.000363861,,,
Rapala's Fishing Frenzy,0.220273294,0.22,,-0.000273294,,,
Dynasty Warriors: Strikeforce,0.28052406,0.29,,0.00947594,,,
Jampack Summer 2001,0.740309551,0.74,,-0.000309551,,,
